382121.4204409213,12171.67560509603,1279373.548575685,3951347.613440702,378914.6243527396,12069.532521216754,1280275.1663235377,3957181.2240220825,376912.46975725103,12005.759758602378,1294255.3130783916,4000441.6422734163,373915.1718059903,11910.289619910209,1293934.4287150702,3997130.1218379503,371415.7097004962,11830.676345172467,1306047.5073029697,4033182.3958134637,370200.67358044564,11791.973938292515,1347486.78979897,4163898.350927065,368159.42241315066,11726.952307997495,1362638.569968936,4210701.924411468,365544.66843055125,11643.629933146342,1362572.2694655317,4209917.967976766,
389675.1914384761,6306.5781876403225,1279620.1382343653,3952288.393967941,384053.8171528061,8645.875200785038,1315745.2004303634,4065665.821226536,378652.68099430314,9710.813155701251,1293407.441179058,3992755.2073603156,377124.4358067709,10845.806304591732,1322324.2084084982,4087543.99396422,369315.35258468334,12899.067167229334,1300444.3366237443,4015768.3593776715,365992.84194424085,13900.9811583493,1308139.824437887,4043701.4996479778,361374.5931606417,14822.46143133644,1308639.7179718008,4042202.1962196324,354916.9606725995,16691.89154455638,1311003.357778454,4051420.569668594,
267712.7383505849,8527.216569901457,1320147.0507602608,4078925.094666743,333941.97422857524,10637.059125920861,1294293.5405107685,3999666.5904556904,351286.769699371,11189.527926162718,1301376.7395434352,4021570.7076987904,362372.9789369628,11542.64682909414,1301915.5416752435,4022698.293774444,379046.6815409098,12073.738798782591,1299951.1355449636,4014464.7363031465,383015.13803723955,12200.142348762027,1301822.9016916018,4019680.2698210655,386234.0418922404,12302.671093655003,1276283.5343936488,3940654.0730218994,390803.3182612592,12448.21199362668,1292818.2937222007,3992198.137108272,
371467.5415391304,11832.32750422769,1307640.7549945987,4045033.1517346064,371504.41289635247,11833.50193334821,1311827.2161128498,4053020.565921622,373918.41691747133,11910.392950904325,1293547.0113748943,3995294.9824184487,374060.95796627534,11914.933178034844,1291763.6999942898,3989073.544983726,373440.41647377174,11895.167649422034,1274050.982517182,3932999.3001739685,373412.22263419826,11894.269616575288,1297179.2224018364,4008111.7838452337,373781.2462741644,11906.023782163124,1299139.8458041104,4014549.5605417145,373888.1735832662,11909.429637723186,1312500.644949442,4054276.83810591,
372985.4078548608,6036.474435739472,1313265.8461436478,4058939.6615093965,373097.84569446003,8399.239181626606,1298072.1023653115,4010996.4917411376,371470.1173253513,9526.61612192586,1294084.5244338538,3997387.8946364834,374598.2223600825,10773.156272442016,1312404.1853852412,4055633.9283479373,373156.6132120351,13033.227198326127,1299020.7508566848,4014482.1399415517,373425.84352391283,14183.290738196156,1298611.77739193,4015594.565567001,373272.5343801259,15310.465343534977,1302981.3323732687,4027367.797263816,372495.9119505692,17518.622669537493,1288248.7444449929,3981350.9216682296,
381063.72558924643,12137.985794131288,1329435.8274288743,4107506.108172292,377981.252016153,12039.802643080038,1303311.0275950152,4025740.4286457933,376552.6747891989,11994.299506231713,1323026.0568647627,4089833.262064574,375416.17862051097,11958.099755734687,1299930.2992911367,4015204.3529797397,372941.383115136,11879.272405388585,1295830.5261704507,4004743.9995857845,371206.82166564727,11824.023039027197,1301995.626404916,4021974.5352540105,369063.4538572039,11755.752345048217,1290917.4325804145,3988531.682854181,366963.35851894564,11688.859969052182,1294940.1655571326,3999027.471837828,
376851.8378556071,12003.828470048855,1314123.7102216452,4059888.574131689,375414.58028919226,11958.04884623476,1302117.8518035398,4023036.8776400886,375523.85071712063,11961.529335266618,1303893.031875066,4029473.140843938,373783.7001821555,11906.101944073174,1312670.2550147676,4055950.226792088,374053.4923933547,11914.695383766973,1292422.4729438433,3995626.0478899535,372327.48189382924,11859.718382354225,1302207.9391462384,4020930.6265667793,372021.6771196666,11849.977867919039,1285185.0175013351,3972160.2998788054,370805.8774726771,11811.252136473791,1315385.387638181,4062073.354768816,
380655.9468105957,12124.99719106717,1654670.7016519501,5146404.499708058,377759.00308175216,12032.723553500542,1409953.5752070535,4372290.6893401025,375295.5202677863,11954.25653764349,1290471.7071642107,3992939.3654180006,373760.07404962735,11905.349403814735,1201511.1397139076,3716213.7481846367,374290.38153439073,11922.240792194658,1334549.753462084,4121553.79736694,372680.3459416694,11870.957831586345,1331798.4739911465,4107218.650874768,372652.55852891225,11870.072745450352,1332059.733061404,4106960.2392250015,371471.29414557485,11832.447034946776,1287970.251731107,3961160.217433655,
381054.71283884783,12137.698711245746,1213026.6459650106,3709745.9410002804,378484.94377910864,12055.84626292884,1266242.2508402404,3895138.414894685,377254.6922745153,12016.660212930958,1278177.0244996257,3935765.5198239335,375240.9534099226,11952.518470107143,1280759.182661991,3952253.670586675,373653.66645623464,11901.960102272556,1315046.9071690799,4070305.6854318776,370541.50893443235,11802.831454378978,1331042.6962221083,4118426.684233009,369348.02255709056,11764.816447703188,1325136.962843811,4104298.3441048614,366723.48459601955,11681.219490634154,1341447.9325216159,4160559.6076866053,
377656.8332215036,12029.469231953048,1327332.5865852046,4123526.8717678334,376452.1101673289,11991.096315001683,1334430.7500933784,4135596.6377661284,374838.3605923193,11939.695057159839,1303719.1244396048,4034451.5046528736,374093.91110431944,11915.982802342673,1316947.8360773379,4074397.332820413,373320.8869697776,11891.360387509261,1290775.2602762524,3985321.4917873195,371331.0328639825,11827.979422442244,1276752.7922644715,3934749.457953744,372566.50847141596,11867.33187416487,1276017.6859154762,3931770.404859107,370971.5543333063,11816.529289340098,1261349.2977627732,3879901.498623904,
381364.81680129806,12147.576162513082,1219087.5277500984,3994939.4540877803,378153.026839512,12045.274022956093,1246660.835407189,3954132.3809104892,376666.7474206578,11997.932953831785,1270387.9874109859,3990729.76412131,375538.19804978895,11961.986325857082,1285486.3275113401,4000219.0334073193,371930.9215765492,11847.087118092762,1298685.8123692654,3985834.5652524065,369789.38989195897,11778.874908701155,1314914.9067292858,4015036.484178465,369404.4733280404,11766.614521618816,1314611.1909414192,3995997.894183045,367146.8311924794,11694.703954679579,1358708.872019215,4100647.285254763,
371039.0958995995,11818.680626649708,1203184.542694104,3718857.946678196,371334.98577208386,11828.105330660983,1211506.2225932383,3743237.7343907296,371970.28914122185,11848.341055875575,1239790.022323577,3828827.5636221943,373476.4053712685,11896.313969796518,1267158.3627304705,3916670.333781841,373534.2975400231,11898.157955397348,1256022.5509055797,3879986.270080902,375037.6513140364,11946.042879468754,1285027.996710031,3972749.7906235885,374757.457942796,11937.11814152813,1301911.4877038435,4021819.7399559543,375302.1657393098,11954.468210692059,1297433.3338277445,4007731.001409072,
357194.83039966546,11377.712154017565,1334276.2680381788,4124293.3639088096,364744.8354835143,11618.195421980578,1293804.0659306902,3995568.587902467,368085.0931377146,11724.589531826796,1300850.9246208717,4017794.135169484,371343.2136376099,11828.367403750288,1288859.427811534,3984060.369262872,374121.80359298474,11916.871236946643,1284483.4932827533,3968443.955855847,376671.95443011785,11998.098811433654,1306394.8142847754,4036637.22071161,378514.55590788845,12056.78947666875,1301772.1574483651,4023785.6487278407,379607.2536413252,12091.594158149546,1299152.8237202223,4012172.547602634,
350403.1359459115,11161.38264831905,1313923.9378514057,4061002.2228765064,360088.37573636934,11469.877554684801,1294918.790224025,3999867.5521384715,366612.2193819534,11677.675458044992,1319633.1007002594,4078786.3369957395,368840.06841098936,11748.637054652267,1305394.6028830525,4033429.6182167,376194.5171779982,11982.891448219645,1292972.3841603699,3997533.294857054,380677.8175596274,12125.693831417835,1300681.0138660597,4017955.8895182703,381768.30698621576,12160.42817352979,1294566.3995857693,3997860.2388194427,386389.6092205011,12307.62620033367,1287744.9780707078,3976362.187501517,
382912.6206174713,12196.876907985199,1188503.2390404067,3622055.231265159,380436.7564145511,12118.015526313278,1237854.4856496518,3800174.284101508,375569.79363124276,11962.992708877371,1266872.335096023,3902289.1550236656,376725.8018038641,11999.813958124978,1274530.5139634898,3927123.964795946,374240.384056246,11920.648269742902,1282901.5988349353,3964428.556679566,371463.17007745604,11832.188266718887,1320410.4173265412,4087461.6893806425,371239.1614410055,11825.053128468753,1324716.6533616676,4101485.462080753,368508.99013065564,11738.091531600738,1341532.579969059,4154765.8529118183,
376577.2357484638,11995.081820536754,1262956.777636669,3885196.816264507,376017.51128737896,11977.253442335548,1282253.8090166177,3953470.355697361,374743.9639053661,11936.688326801159,1289216.5102722372,3981695.0542758764,374027.0930272856,11913.854508790986,1290456.9683296923,3985672.359739623,372932.71299763245,11878.996244027496,1306681.7397816265,4039273.9583776356,373114.1619248444,11884.775767813077,1317110.6920972108,4071988.472477051,371550.05527348444,11834.955739152065,1296642.5083171544,4007993.14870389,371345.70520327846,11828.446767324944,1313428.8402098196,4062396.194597986,
367008.73144152435,11690.305191822466,1333829.6785069401,4132795.5837447797,370841.74439276295,11812.39457461177,1307869.3041407152,4049050.5168010383,371981.7157662744,11848.705017957795,1328988.2007039012,4112401.3720061188,373377.7007735406,11893.170024690045,1312891.6018454921,4060168.0652596527,375610.0372236663,11964.274552653285,1307820.938440112,4037743.674554319,376366.8033391474,11988.37911636618,1302255.382352849,4019569.83970562,375983.70030737104,11976.176492558632,1277343.184509911,3938795.0758532467,378053.6153773224,12042.107563730071,1262043.9936848814,3887134.382001912,
769933.3972396586,24524.28866973217,1325093.622550978,4092614.8242702875,613262.6632275768,19534.001951939637,1303227.197346213,4024226.5124367075,533187.870919562,16983.454300314752,1294621.5698782096,4000023.4741528975,453665.80367842177,14450.512080614424,1303842.4429196697,4028869.962321059,289948.46422024106,9235.776227053218,1301013.5720090745,4020552.6802258627,203109.9606809765,6469.7866647379615,1274218.4458162433,3937420.5705762934,120297.79181013287,3825.4597061282275,1214181.1760398045,3751337.3517134427,1.6987591044084065,0.37262965853400604,0,0.0,
476494.8898124773,15516.31248688927,1944026.9217417543,6018822.726964,371863.20350944693,11844.930157387358,1346048.3234689927,4161668.7218866292,372125.4524187975,11853.283327111083,1303215.5701021708,4027831.374791187,373251.87649546936,11889.162261173891,1313660.4146358157,4059690.1817120747,374298.89526412264,11922.511971657259,1289849.1928221784,3986269.1995432083,372709.0864631986,11871.873274924968,1298592.0058071911,4011050.216550495,372813.1498869306,11875.187910044322,1283497.6631964375,3959752.340109847,374612.505040273,11932.501089351177,1271494.7652120034,3924031.0808542096,
